gene,4C_NC3,4C_NC2,4C_NC1,4C_KD1,4C_KD2,4C_KD3
MRPL20,47.61942561,53.73681787,153.3927974,19.51637889,38.67696665,28.86899117
MIB2,1.342398667,1.670319376,2.467871169,0.315743255,0.860288806,0.409407631
MASP2,0.635105787,0.105843335,1.045898225,0,0.317042106,0.017939298
FBXO2,0.502807338,1.780647628,1.363658424,0.519160843,0.501998566,0.33801652
FBXO44,1.149834989,2.044003747,1.873834573,0.013302327,0.090038076,0.064956838
FBXO6,1.558297024,0.908941075,3.047384225,1.784750584,0.640619611,1.100397543
CDC42,18.72931387,25.20264201,31.09601579,12.8289061,16.68978085,11.71457617
TEX46,1.807249557,0.341344754,0.632441583,0,1.563763564,0.462833876
LUZP1,16.98567579,30.97761963,30.34711148,3.337356588,9.132686102,7.496011059
RSRP1,38.62519275,122.954105,27.04181127,0.731993646,1.026303621,0.635450967
SH3BGRL3,138.8858906,309.3845984,351.3371824,8.355136867,16.40386331,2.092262725
DNAJC8,84.22082892,143.3364695,253.5452182,104.8825691,152.3858394,81.80732785
ATP5IF1,90.13342418,207.4670406,241.9735707,15.14005683,8.171036302,9.473013344
YTHDF2,22.28408008,54.61516072,67.98280611,6.882211569,14.26441917,5.078885006
TMEM234,3.184322097,1.324849705,1.675412314,2.128424458,0.95598324,1.197587513
RNF19B,10.5111296,13.63809617,19.69776868,8.412758501,6.387787502,5.998220628
A3GALT2,0.855042801,2.862891489,0.680044713,1.192424225,0.543242925,0.223951875
PPIE,1.408237968,3.827700888,3.883682534,2.054002924,2.39800437,1.83298691
ZNF684,6.410753022,11.40604433,13.88679373,3.28315241,6.349237718,4.161922805
CCDC30,0.192440602,0.071502829,0.524400106,0.094929091,0.236226712,0.154516665
CFAP57,3.11785038,11.13930401,6.674431206,0.211632544,0.399434616,0.291479349
ST3GAL3,0,0.046272152,0,0.065045817,0.024459381,0.003921314
KLF17,85.78487484,249.7412169,196.7513755,0.059388996,0.251237574,0.024166959
AL451136.1,12.0370133,14.48742115,3.694573841,2.339085394,2.007722228,3.145196965
TESK2,12.79395468,15.95136228,6.917032073,2.530339849,2.27241698,2.945179708
STIL,15.90161481,20.48630334,30.21858101,7.79273883,5.368234688,5.635134156
RNF11,19.11317397,23.16581367,31.78872505,3.934902678,3.92873563,4.318989635
TCEANC2,2.306886926,3.128993583,6.855088785,1.00250656,0.756851126,1.004176061
GADD45A,56.79927178,43.06795531,33.89886883,0.073117881,0,0.753758026
C1orf52,34.43497371,99.5349327,78.49857527,1.070043844,0.371420226,0.915517885
COL24A1,0,0.070637815,0.021812889,0.019614259,0.107868306,0.047889375
WDR47,46.29468116,57.55706938,79.36762941,15.42341497,12.29547483,10.08335344
RBM15,8.343533285,7.477423636,8.163507195,7.94680725,4.114055615,4.251728749
SLC16A1,59.90868974,147.0391367,73.79874153,15.63321413,17.39668849,14.64958088
SIKE1,24.13631763,22.85747331,67.92791719,28.98301915,24.58240731,23.8276208
SYCP1,0.836454914,0.579280719,1.528622245,0,0.037115976,0
RBM8A,101.6162872,201.730166,246.5106681,17.33882215,16.94434365,16.88701396
NOTCH2NLA,3.3076884,2.057072548,3.340797268,0.76159308,0.483273358,0.387390545
H2BC21,16.96211617,54.11418984,21.08619042,1.689365203,1.013195101,1.218261454
CTXND2,0,0,1.188722584,0.076350378,0.516784854,0
TNFAIP8L2,0.549353924,0.583646471,1.441835732,0.324126473,0,0
SCNM1,104.2955746,173.3140343,160.1739688,5.31844473,7.63749908,4.983546739
LYSMD1,33.03779014,12.21654911,66.90566217,1.459150697,0.094965399,0.791689524
RPS27,305.1579553,473.8051139,466.7455793,181.7361056,207.0500655,123.0201636
SLC50A1,4.451703609,8.761182031,20.95976271,3.609023617,1.1196177,3.687836585
DPM3,10.35536563,7.606170895,25.61286731,14.25622352,16.72062797,6.998316076
HCN3,0.393751141,0.053121325,0.213249579,0.077439554,0.093599473,0
PKLR,0.577315831,0.071113491,1.251707299,0.103668292,0.451085643,0.096423724
ASH1L,2.47215424,3.906039071,5.2146536,1.328873729,0.658576275,1.523813346
CRABP2,46.15334542,11.45176949,26.49006703,3.078677263,7.264063078,4.728861824
ETV3L,1.438914885,0.64367868,0.861325203,0.335123622,1.209768735,0.509117263
TSTD1,54.1419959,63.80323757,39.0560416,21.63605136,42.31537571,21.81931127
PFDN2,222.1665558,636.6821725,778.3614377,166.8170916,94.60449951,155.1946826
CCDC190,0.939635775,0.313189348,1.144432058,0.163058296,0.533443263,0
TMCO1,21.56012472,32.23580638,38.72119059,15.56068277,11.82904243,13.03336546
ADCY10,0.155386381,1.284003229,0.294542082,0.068760098,0.801538274,0.012435693
KIAA0040,1.584708023,0,13.19278183,0.708631447,0.333086105,0.256320837
AXDND1,0.261188965,0.99897578,0.525563214,0.246568209,0,0.25083787
TOR1AIP2,6.938321724,13.30767137,15.56042169,1.429193237,0.702389766,1.092352678
IER5,3.142144909,6.91789869,11.09520225,0.290371336,1.41736027,0.181784312
GLUL,12.63393899,29.33327553,40.56112834,0.166226066,2.839162606,2.037709152
KDM5B,13.15469218,33.69495929,36.45372048,0.439043035,0.966122944,1.052013462
RABIF,8.234892817,37.05434658,12.60219441,17.19348571,16.03602954,8.863439367
PM20D1,5.086047392,4.486768278,2.397997575,0,3.101451348,0
ZC3H11B,0.288286334,0.363001068,0.294247745,0.321286695,0.495694516,0.430673213
DNAH14,0.310920708,0.18303969,0.445114525,0.388337026,0.076597288,0.217162698
SRP9,72.03273413,117.8192935,199.3359008,50.46780593,25.71269444,36.36060453
H3-3A,19.53514703,37.21127096,30.3695449,10.71273836,18.28573036,10.05757654
CCSAP,10.14162481,5.652891715,6.237489223,6.343621822,4.631251675,3.051286138
SLC35F3,0.692071197,0.261430273,1.654953025,0.381109544,0.575798326,0.420941166
COA6,21.31220479,41.37530354,100.6849223,4.328925516,4.25558477,3.221128554
GGPS1,10.31304184,21.41089229,12.56581228,6.762300225,4.439563823,5.533592725
CNST,10.46760893,23.84638022,28.35274097,14.32903427,10.2500526,10.70922542
AHCTF1,9.171443155,8.051013286,14.79365073,3.38754884,2.729636817,4.153352959
ZNF669,72.81207658,120.2671352,65.2117543,0.900433165,1.443474059,0.887098261
SH3BP5L,3.222991522,6.651571264,2.187691009,1.508173391,1.7614721,0.920573668
PGBD2,0.217800549,2.159699761,6.192765429,0.719630017,0.347920343,0.711174484
ACP1,42.32091894,63.30796439,53.6647967,27.3045193,19.04622382,36.14610184
ID2,173.6625543,146.5946926,113.2964939,1.420451681,9.614463456,18.11702868
RRM2,107.5482268,169.2547991,97.66196769,91.6873337,74.66489794,55.15483359
SF3B6,347.5509574,501.0394844,403.7450847,115.4791317,130.9776284,114.6532076
ADGRF3,4.099485715,14.97745652,1.944200734,0.399053644,0.592573537,0.556750348
GPATCH11,19.21052598,38.9792052,23.83240261,7.420831482,13.12703884,6.01111224
NDUFAF7,31.2543788,53.31373125,29.32512614,2.274544876,2.935577893,2.614612074
SRSF7,75.54794611,199.5006084,149.0779729,52.92550605,47.41874733,52.76821076
CLHC1,0.95777152,2.543897222,2.681354256,0.466206303,0.597644333,0
PPP4R3B,9.677373797,25.77221439,9.101401625,7.034455672,6.125586033,6.514990898
OTX1,13.49173681,20.60357786,7.226034387,0.06795389,0.180695594,0.221217929
RAB1A,182.6320322,230.1156138,116.395595,31.3537331,27.82162271,29.52818657
C1D,4.352337385,9.562609821,7.440593096,0.890917866,1.529735843,0.511818528
TPRKB,6.983702877,28.66682743,44.46973224,2.177300176,1.58465216,0.381075796
INO80B,12.46275284,15.77950162,5.451628899,3.774207777,2.422473802,3.707164537
MRPL53,57.57870704,155.2346247,114.3565174,20.5477257,48.90953709,57.63802008
CCDC142,7.077821457,20.40281194,14.29606543,2.716435854,6.627357134,7.285673934
RETSAT,5.047265494,17.52669164,1.632258468,1.413660523,0.411759086,1.357981339
ELMOD3,3.516406218,6.548515017,2.050926416,0.368409767,0.131242992,0.38925483
MMADHC,73.12047648,98.70737709,138.3282113,2.574996386,2.252490915,2.095668734
HAT1,24.32152509,46.92108717,42.19783542,10.82813327,10.34163966,8.419093981
DLX1,5.256716917,3.470816411,3.799964131,0,0.088953583,0.962616674
DLX2,6.958914482,3.791442914,2.575746601,0,0.080166011,0.025704338
HOXD1,4.975206627,2.747408999,0.368868367,1.716486842,3.451785793,1.619673159
PDE11A,0.742634157,0.611412539,1.049525902,0.082389907,0.050696726,0.115819301
DIRC1,0.218759231,0,0,0.871229223,0,0
C2orf69,17.41986588,18.19650459,10.45407077,3.26074733,3.858641033,3.299280691
BZW1,32.26985467,92.45566493,70.97113162,6.017717673,7.345024463,6.791378704
PPIL3,23.95939083,8.427021838,23.01444936,21.07575666,11.76971299,6.840062062
FAM126B,4.674300727,6.296092005,3.024956735,1.402757892,2.65876428,2.074623039
FLACC1,0.392313756,0.512988701,0.079205208,0,0.090388319,0
RAPH1,19.34948174,9.188288848,9.409894895,2.595751886,2.281588235,2.983211634
GPBAR1,0.413238948,0.585379646,1.162058587,0,0,0
PNKD,10.44606977,21.25108142,21.28390403,10.23600969,10.93465013,10.25305599
ATG9A,4.898396131,7.964229221,5.169045196,0.089385217,0.520982911,1.147777064
ANKZF1,5.967506647,9.782270614,6.873644139,3.367160491,3.720440267,3.228385725
SPEGNB,3.988678851,4.808698782,2.301628385,0.050071832,0.084729,0.48901338
FARP2,7.90707836,4.201312377,2.730267608,0.476649282,1.060683742,0.860869076
ARL8B,37.80006732,55.13232061,76.60183743,24.24479256,26.67236,16.86065619
METTL6,1.475150846,4.061010922,3.080302633,1.338383102,2.153590541,1.082564709
UBE2E2,4.907064516,24.25959603,9.079761444,12.36265973,15.16293562,11.31022615
NKIRAS1,29.55917184,61.10592017,60.61459983,5.065934389,4.960513358,3.914031363
STAC,1.410937324,0.358738118,1.091954416,0.053363634,0,0.364813325
MLH1,2.135139501,6.275261408,3.631182788,0.682861683,0.229108492,1.054006881
EIF1B,144.5149074,485.0420417,405.0371508,111.1957562,110.7020047,67.06925935
AC092042.3,1.92307087,7.627631273,8.328039704,9.445866529,4.175951253,5.494403353
KRBOX1,1.810319977,5.664722327,6.926127152,7.030422154,2.994362599,4.307516089
CSPG5,0.273135953,0.670652162,0.557568146,0,0.145438192,0.034974852
RBM5,3.37055445,7.787287688,4.211595632,2.423555012,1.510093794,1.341981392
PCBP4,0.936017962,2.772398808,0.763058196,0.577366539,0.361061596,0.163440534
TRMT10C,73.39238529,152.865136,142.4640194,40.80958108,71.54477163,38.22437262
ISY1-RAB43,12.85567741,38.13412721,20.37896193,1.407133695,2.136448355,1.945271383
MBNL1,4.871920719,5.503069302,3.231536528,3.564945043,3.075817934,4.426552638
EIF5A2,18.72807608,31.75411787,27.21975612,0.601178271,0.931315604,0.055129103
UBXN7,5.840017594,17.94768685,11.82053393,0.84265102,0.910593798,0.380242288
RNF168,40.8525602,150.3321368,94.71838777,3.509804154,7.290259391,9.512028162
SENP5,21.05811807,40.38203061,23.26863608,3.074467454,5.935992114,7.85929421
NCBP2,28.9852985,92.96251566,73.17563184,11.4195128,14.86543868,15.77855106
FYTTD1,6.092058148,4.421877723,4.140462179,1.984346023,1.437624854,4.264671008
POLN,1.277082448,2.509354781,1.829092157,0.32813555,0.802033896,0.445090212
HAUS3,2.431891151,4.330770147,3.9647333,0.737922693,0.601213953,0.444859744
RNF4,38.94102713,89.7238143,59.81669863,22.50926955,19.73381249,20.12656538
FAM200B,9.475585385,21.42032227,8.896458717,5.084250419,3.510545692,2.457333686
MED28,8.624461063,12.23763877,11.17839921,1.911414167,4.341473199,5.373293754
DCAF16,24.50294166,38.9668852,14.41641133,7.78383063,3.906911204,3.425124444
TMEM156,0.869059896,0,0,0,0.247903429,0.119231209
COX7B2,0.29199136,11.5814891,14.39056184,0,0,0.373892727
ARL9,3.626088173,1.845961301,0.743518783,0.016714395,0.08484974,0.027206124
ADGRL3,1.074196792,0.515274192,0.159116173,0.439294348,0.42558291,0.20195846
JCHAIN,0.963282623,0.409365605,0,0,0,0.370042832
MOB1B,4.671209284,15.7683358,7.129968621,2.814718567,2.552854645,2.490341799
HNRNPDL,73.23123057,87.87695052,70.34353447,10.70119001,9.322216964,10.11075646
PDLIM5,3.205138348,12.29025793,5.181572786,0.918039281,1.489030048,1.136217517
RAP1GDS1,6.611921128,12.7513411,17.26388288,4.134674181,2.078453614,2.492083948
DNAJB14,4.058717431,5.106749125,6.200560652,0.933281821,1.144651557,0.91853076
H2AZ1,676.9622458,3646.978483,2484.823973,5.105099046,7.834185201,17.39297082
COL25A1,0.900317826,0.695649991,1.185466324,0.203894976,0.263305252,0.200875407
NDST3,0.522082597,0.525911965,0.030450208,0.164285872,0.254829824,0.011142047
MGARP,5.652084397,1.288409122,0.511533633,0.1149934,0,0
CLGN,1.831585305,0.319330316,1.084697824,0.38238769,0.984651865,0.162369078
HMGB2,144.7967441,381.9848259,204.0407742,156.5799172,277.6207626,134.7008502
SPCS3,7.021517826,12.37118564,7.406114126,0.529013419,0.383644079,0.3690336
CFAP97,1.857506774,56.22791026,14.18069099,1.761356076,2.892166461,2.516562667
SLC6A3,11.07248844,14.27274977,1.744275867,0.367608181,0.142182356,0.017095946
FASTKD3,1.976145472,2.838764916,7.305065533,5.090782351,5.83553566,2.298779382
ZNF622,44.20826742,138.1816358,68.99800582,0.027485241,1.488291941,1.073709518
SUB1,18.63967468,69.56050573,56.0918214,14.87115592,20.67458016,15.09055216
TTC23L,1.909765085,2.834129595,7.84476373,0.375596008,0.181589829,0.489087947
BRIX1,51.08799044,87.57993248,86.53976128,67.84581277,92.11724316,40.1294658
TMEM267,0.604324108,8.203947709,6.740970131,0.579409428,1.231843758,0.314369431
PARP8,0.212491337,1.248624518,0.055082006,0.051077828,0.078573905,0
TAF9,52.11651308,103.6965042,64.1844482,48.88573172,38.22413384,40.40794245
UTP15,6.023022083,11.07913098,8.184538129,3.961708088,6.050995778,2.729139029
NSA2,25.51274021,46.94625438,50.93563678,13.63457411,19.85576822,12.78949352
TMEM167A,38.2639123,71.36034861,61.33188372,29.17263181,14.96436057,30.0761154
GIN1,0.896472076,1.837317412,2.820122097,3.409917013,1.29493715,1.520390963
ATG12,13.6223448,52.89823548,30.03366433,0.592617389,1.181867787,0.533978859
AC010255.3,0.371699815,0.280819617,0,0,0.049480258,0.04759588
PHAX,35.52513711,141.1892134,84.36756896,13.19629335,26.1674018,16.66239868
LEAP2,0,5.794613213,1.680924238,0,0,0.535704057
ZCCHC10,29.7380478,82.13883271,68.50832619,12.70562476,33.44414887,20.1438542
NDUFA2,67.97590268,500.0838292,145.8228378,14.94543248,17.92701654,12.41999775
PCDHGA12,1.560151671,6.768295132,0.938386652,0.134241222,0.129803512,0
KIAA1191,46.15481103,120.0627105,65.5160358,15.43802231,12.27009765,14.40784488
FAF2,3.583991862,12.77795624,8.713687032,7.412997869,10.43984572,4.821316418
CAGE1,0.045297055,1.475822664,1.347383377,0.160355364,0.248733069,0.239260463
ID4,5.399817162,9.36516747,11.85521789,0.036341833,0,0.512666493
H2BC11,87.13606178,377.7716294,37.64026009,8.741435098,10.27905475,29.98432723
H4C9,82.53013199,253.8402089,47.57974349,14.61180427,8.098625709,21.48207308
H2BC12,536.5965849,1471.76032,350.399196,118.3399791,104.8128867,343.9548124
ABCF1,30.66857477,97.86177972,46.65241345,17.33310653,27.28185235,24.0007571
IER3,104.7294425,329.0866851,220.4035492,2.224227889,4.528231585,5.769995648
AIF1,0.831654663,1.449960019,0,0,1.724504407,1.290200626
CSNK2B,112.134505,347.2638797,111.8600053,97.01788855,124.1077637,130.4732325
AL662899.4,118.238801,379.4363407,117.0041985,106.7536031,128.2398596,138.3330503
LY6G5B,0.314822754,6.466517915,0.068857051,0.015479151,0.654825744,0.125977548
DDAH2,34.02187443,47.86049262,20.19637826,0.43680946,0.772744259,0.840269711
STK19,3.901538243,18.17570172,5.929339775,2.25449882,2.10826067,4.538791989
HLA-DMA,0.094665453,3.754792299,0.110426308,0.111707874,0.37805273,0.090913797
PFDN6,6.974404316,17.69952889,10.10664351,5.147716721,7.366459217,8.456553252
SNRPC,273.2864237,771.16959,329.7359813,68.428949,78.4954447,68.0600757
TAF11,25.46686303,109.8687339,75.0599095,6.298100038,12.05435099,5.106530618
PPARD,7.546898978,16.68047734,9.63065071,7.358132737,4.114726928,6.048409037
NFYA,19.88496153,79.9826919,21.90561241,3.939527223,2.124872598,4.107939081
AL365205.1,21.97912432,127.1549221,76.26293789,6.012622066,7.46230003,5.933449684
TOMM6,143.8082661,878.8689667,532.958621,38.44714956,46.36338971,35.60623873
C6orf226,9.850645698,84.12891902,15.73723579,10.52901863,2.850666903,6.581049002
POLR1C,27.5030225,92.03845102,21.79941695,11.94878555,11.30655793,9.821662732
POLH,15.23290221,55.67574432,13.56786722,0.89708044,1.091058009,1.441931063
MAD2L1BP,190.3802825,688.0856611,271.1324162,8.709649017,10.26171851,11.82072794
PTP4A1,238.7729474,437.519659,235.4270091,30.34926126,17.59773156,15.94564119
AL135905.2,275.1699972,506.8731255,270.9582614,36.98981929,21.26726592,19.66554303
EYS,0.172350904,0.501489452,0.880253764,0.18414033,0.409256309,0.532349783
PNRC1,65.06098404,225.9652077,46.0612785,3.496844741,4.696597581,6.432029594
Z84488.2,8.086675982,13.93727989,8.31285504,0.437364727,0,0.711901258
SERINC1,62.26654248,88.02434683,63.46880152,49.42456791,41.71524552,36.50981717
CENPW,250.8598781,944.2239955,510.7820968,50.81232874,63.51285859,98.46135748
HIVEP2,0.149261343,0.422876655,0.143642293,0,0.007451063,0
SF3B5,78.3665315,828.0133279,262.9490453,19.78686427,21.86131002,22.68892151
SUMO4,1.094656565,0.443043339,0.205217033,0,0.312255942,0.225273125
FBXO5,30.62388123,186.1426597,45.26648143,26.98718542,58.61680122,21.40906748
TFB1M,9.652145771,24.16730826,16.73639498,5.535123792,15.39155567,5.610073466
TMEM242,2.144867606,5.806611867,3.669551161,2.024802861,2.823498709,2.380288503
PRKN,0.674346849,5.005540616,0.330379931,0.827578007,1.44078101,2.305534417
WDR27,0.321607296,1.143410185,0.126889548,0.119060573,0.11962176,0.448152389
DAGLB,21.81728109,24.67716514,10.26182117,4.211474804,4.82042037,5.866206785
TRA2A,19.94759408,67.27870161,42.04585323,3.736304314,2.528953414,2.736722489
CYCS,138.5368665,454.7766048,279.7879625,9.778827418,10.88525508,7.71456395
YKT6,49.14431732,142.0277788,74.72944754,6.138358216,7.153120707,8.384572137
H2AZ2,52.29264604,96.82288165,52.85395143,2.805751778,1.772047539,2.090500449
ZNF92,23.0949203,61.90275459,44.90659381,3.967665201,1.718030059,3.89231165
AC068533.4,25.18388536,41.29457041,43.5369493,10.88970033,10.59121693,41.08278132
CRCP,8.51347277,18.7739615,13.48136775,3.883268632,3.610723952,16.97776636
TPST1,42.52351898,153.4846649,26.73615789,0,0.367944368,0.190578655
NCF1,3.475992902,2.493957985,2.31039545,0.452792631,0.338026142,0.411860403
LRRD1,2.448112433,2.986958368,0.73476921,0.263580377,0.87419384,0.205935073
GNGT1,0.656325208,1.859454049,2.598999727,0,0.586293764,0.298570072
NPTX2,6.116844653,12.27218348,6.361999017,0.371744922,1.179464607,0.579879352
BUD31,132.7437741,506.3750221,348.4582622,19.11079861,14.21280797,18.40027851
ZNF394,17.03780269,55.54354234,27.46872046,1.427515322,1.687210127,1.214999391
ZNHIT1,20.27234332,53.97373491,28.75445552,2.433373195,4.735274466,4.600640738
MYL10,3.332223944,0.42911912,0,0,0,0
PRKRIP1,25.04331528,45.35008881,25.50471263,18.58412811,30.13681703,30.66274425
DNAJB9,29.01283528,43.05140107,24.66970713,6.969198088,15.20254594,9.087081173
SMIM30,5.177578762,12.59067629,17.13734815,5.371433414,4.910788036,1.118787257
ATG9B,1.443311178,0.176253746,0.010885397,0.022023458,0.409936695,0.22703555
ASMTL,7.461992179,40.03255452,11.25082188,2.8102209,2.151212766,1.263354304
PDK3,2.01217339,3.240949458,6.856777203,0.491498163,0.614980648,0.338034332
SYTL5,0,0,12.54254998,0.009733881,0,0
TIMP1,13.91307197,20.87726839,21.98674852,0.292016434,2.086349089,1.056259882
UXT,160.7994574,206.7512215,251.9108889,56.97631826,46.79299807,70.50710198
ZNF630,1.50243235,2.751207261,2.676947436,1.405357123,1.060986693,1.038176907
PQBP1,35.14542594,94.72407239,131.2355324,8.009868289,10.55747253,8.808536774
AC231657.3,8.38503216,26.27305785,27.30275045,10.5170779,6.652883232,7.519434437
WDR45,2.593562996,7.924204596,12.07180117,2.650412782,1.472398928,0.846539043
SYP,1.799278945,1.036797874,1.414049636,0.053979644,0.091341599,0
GAGE12H,1.50889906,5.557377597,10.69270304,0,0,0.144910037
TSPYL2,0.224993073,0.956151636,1.490353447,0.360318849,1.508237851,0.324114668
ITGB1BP2,0,0,0.891496602,0,0,0
MAGT1,2.48599034,10.61103377,15.19576834,2.171204048,4.621076456,3.691152514
SH3BGRL,5.078834651,0,90.9418563,0,0,0.035602606
TMSB15A,10.66106205,15.63509727,45.86697787,1.480041231,5.00890052,1.927257778
TCEAL9,22.0348948,21.57008342,44.33498795,0.879402411,0.321747004,0.425553943
RHOXF2B,11.18929788,46.25316771,52.56508182,0.196580895,0,0.186652628
RHOXF2,7.036089566,35.7549042,51.59017854,0.411844338,0,0.134072313
CT45A7,0,0,0.34853995,0.04701133,0,0
MAGEA1,0.232375747,0,0,0,0,0
RAB39B,0.232988516,0.198025964,0.387284766,0,0,0.044751005
GNRH1,1.126969678,0.127714024,1.616956654,0.212776903,0.045006277,0
LSM1,73.39848617,124.3382891,77.87031324,3.695157833,7.342253194,8.885250564
BAG4,50.11894986,39.39838208,24.46256161,9.765902336,8.535076911,12.13242636
YTHDF3,14.6832062,26.75814989,26.38029493,9.888947238,5.1914007,4.820216177
PPP1R42,9.365568813,20.32594231,16.88197398,9.779651998,2.92864848,6.346995213
COPS5,9.823594324,22.5026889,14.58623786,9.191666783,5.796905721,8.884518378
MRPS28,16.98038769,27.89746617,24.84865415,12.60079572,25.69177274,24.33507666
RPL30,270.4682454,259.6428986,321.1635753,193.9648788,203.3661979,173.4408133
LRP12,0.463596388,0.437809473,0.860979591,0.004798743,0,0.109353202
UTP23,6.747892128,21.52346615,16.59616441,5.323378657,10.09798739,5.184374876
SNTB1,0.011704295,0.165798895,0.276472108,0.013811394,0.338878588,0.011240446
MROH1,4.478093554,23.88630596,6.910278432,1.316765656,1.478160861,1.414863163
C8orf33,27.94946937,51.80630036,107.7969291,1.627501346,1.221962304,1.929803547
PUM3,14.55633106,112.4248732,57.83411581,18.41682087,34.46553782,26.77169285
KDM4C,4.953085775,14.09820299,5.384606287,0.818087306,0.769069779,0.835952495
SMIM27,3.885562935,12.89207494,8.780146665,1.054321506,0.871289542,0.718378161
SMU1,8.190365843,23.67792229,15.03289535,3.274217895,3.382130923,5.832446224
CHMP5,50.38530131,122.4900876,61.39259362,15.79608204,15.7387573,15.23519037
NUDT2,16.6004209,46.82117518,36.50242984,14.12329,5.91918533,4.341493902
DCTN3,17.28581046,49.15364464,21.01938201,3.989225571,5.688985997,4.675983419
TPM2,7.869456127,22.50752029,11.71497195,0,0.498844318,0.095969324
AL513165.2,55.41857453,246.996937,165.8443875,72.39586947,32.00815107,26.9909696
TOMM5,58.94460201,267.3337146,179.0532269,92.24728419,40.84038848,32.95284781
AL138752.2,118.9562209,396.2313047,248.8466016,221.2591951,137.0269701,118.2798674
CBWD6,16.22055601,44.11239678,27.63866472,1.792184248,2.971531559,3.8503432
PTAR1,2.239148569,15.33543965,7.489466963,0.256567056,0.051838768,0.299187422
MAMDC2,0.354500888,0.31385837,0.116302994,0,0.796344006,0.234060597
ZFAND5,43.34431619,153.7631292,84.73284927,43.11212416,22.81158934,23.16429501
RFK,42.18535366,162.7917964,78.12975332,0.072777622,0.143675675,0.157947445
CKS2,1386.676767,3261.914855,1679.922954,130.2412257,198.6065647,160.2975539
ROR2,1.068367255,2.873565535,2.165144398,0,0.189026365,0.155852223
MFSD14B,7.419188679,26.23323828,11.28688681,3.52022669,4.312840276,3.144000638
BAAT,0,0.398856662,1.354832071,0,0,0
CDC26,14.76587542,87.88900544,78.1016871,3.316981672,5.409953884,3.122354595
PDCL,43.9478221,189.6556683,42.7667152,38.37670503,36.41422846,36.46318804
ZNF79,8.670401435,13.89697237,6.316173756,2.140016176,1.241563265,2.123164955
TOR1B,21.82873974,146.3942756,70.23865324,0.290509641,0.873929943,1.760106121
PLPP7,0.822799292,2.020283739,1.43968077,1.682938583,2.099327069,1.158947092
POLR2L,133.8263482,535.4080387,327.1452929,10.79181396,12.97331925,10.30894636
CHRNA10,0,0,0.128687706,0.052072483,0,0
AC084337.2,50.28406119,218.916284,185.5686626,9.23485455,9.968788608,13.64941079
TIMM10B,34.7712638,132.2782299,104.2248494,8.868611064,9.083889946,13.10691649
TMEM41B,41.63686683,74.30591773,74.30079828,7.885353845,6.402505907,5.283965984
ZBED5,1.664535088,3.742732384,4.908094108,1.273091175,1.354106244,1.590110402
HIPK3,12.53563546,36.03938321,41.073068,3.821657174,1.711517503,1.55279518
DDB2,3.491235615,10.35117338,9.404614264,0.795208594,1.702279496,2.042914891
UBE2L6,16.23544655,0.109256808,3.340101278,0,1.347569138,0.074071377
